fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference
59264,2344980,NOT the Hero,2023-03-24,"Adventure, Casual, Indie, Strategy","Memes, Funny, Comedy, Strategy, Shooter, Singleplayer, Adventure, Indie",99,0.99,$0.01-4.99,5,27,"0 - 20,000",10000,-4.077,26.7,26.99,low,0,0
59265,2278300,A Symmetric Escape,2023-02-16,Indie,"Difficult, First-Person, Atmospheric, Singleplayer, Adventure, Indie, Exploration, Mystery",399,3.99,$0.01-4.99,7,20,"0 - 20,000",10000,-3.6103,26.7,29.44,low,0,0
59266,585020,Big Bia,2022-06-10,"Casual, Indie, Strategy","Roguelite, Strategy, Roguelike, Voxel, RTS, Singleplayer, Early Access, Indie",749,7.49,$5-9.99,6,1355,"50,000 - 100,000",75000,-1.9364,26.7,38.25,medium,0,0
59267,1857200,Neighbors - A Visual Novel,,"Adventure, Indie","Historical, Story Rich, Singleplayer, Adventure, Crime, Indie, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59268,1189030,DodgeBall: Unleashed,,"Action, Casual, Early Access, Indie, Sports","First-Person, Strategy, Action, Early Access, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59269,2549490,Micro Manager - 90 Days Probation,,"Casual, Indie, Simulation","Simulation, Comedy, Character Customization, Singleplayer, Indie, Controller",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59270,563690,Rubicon Approach,,"Action, Early Access, Indie","Action, Early Access, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59271,655620,Krieg,2017-09-22,"Action, Early Access, Indie","Action, Early Access, Indie",0,0.0,free,6,31,"0 - 20,000",10000,-3.7459,26.7,28.73,low,0,0
59272,672790,Elemental Combat,2017-11-16,"Action, Early Access, Indie","Action, Early Access, Indie",0,0.0,free,7,44,"0 - 20,000",10000,-3.3418,26.7,30.86,low,0,0
59273,801390,Onslaught VR,,"Action, Early Access, Indie","Action, Early Access, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59274,1035610,Hentai Mosaique Vip Room,2019-04-10,"Action, Casual, Indie, RPG, Simulation","Simulation, Mature, Action, RPG, Indie",199,1.99,$0.01-4.99,8,933,"20,000 - 50,000",35000,-1.6849,26.7,39.57,medium,0,0
59275,1517810,反图灵测试/Anti-TuringTest,2021-09-12,"Adventure, Casual, Early Access, Indie, RPG, Strategy","Roguelite, Strategy, Roguelike, Story Rich, Early Access, Sci-fi, Card Battler, 2D",1099,10.99,$10-14.99,7,30,"0 - 20,000",10000,-3.4731,26.7,30.17,low,0,0
59276,1311240,Heretic's Lot,,"Indie, RPG","Tactical, Roguelite, Turn-Based, Dungeon Crawler, Voxel, Isometric, RPG, Medieval",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59277,301420,Third Eye Crime,2014-07-23,"Action, Adventure, Indie","Action, Stealth, Adventure, Indie",499,4.99,$0.01-4.99,5,50,"0 - 20,000",10000,-3.8658,26.7,28.1,low,0,0
59278,1561590,修仙重生记,2021-04-09,"Casual, Indie, Strategy","Sandbox, Resource Management, Strategy, Singleplayer, Indie, 2D",199,1.99,$0.01-4.99,0,4,"0 - 20,000",10000,-6.1041,26.7,16.33,low,0,0
59279,1756650,Lockes The Thief,2023-02-08,"Action, Adventure, Indie","Hack and Slash, Story Rich, Action, Singleplayer, Stealth, Adventure, Loot, Indie",799,7.99,$5-9.99,7,12,"0 - 20,000",10000,-3.7793,26.7,28.56,low,0,0
59280,1762850,Loggerhead,,"Action, Adventure, Indie","Survival, Survival Horror, Horror, Atmospheric, Psychological Horror, Action, Adventure, Third Person",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59281,2458300,Planetgore,,"Action, Casual, Indie, Strategy","Horror, Roguelite, Strategy, Roguelike, Character Customization, Shooter, Action, Action Roguelike",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59282,1522140,Demon Skin,2021-04-13,"Action, Adventure, Indie, RPG","Hack and Slash, Atmospheric, Action, Singleplayer, RPG, Adventure, Dark, Platformer",199,1.99,$0.01-4.99,6,126,"0 - 20,000",10000,-3.2603,26.7,31.28,low,0,0
59283,3162110,Space Cycle,,Indie,"Roguelite, Strategy, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59284,837880,You Suck at Parking® - Complete Edition,2022-09-14,"Action, Indie, Racing, Sports","Comedy, Physics, Character Customization, Action, Isometric, Singleplayer, Parkour, Driving",1999,19.99,$15-19.99,8,532,"100,000 - 200,000",150000,-1.529,26.7,40.39,medium,0,0
59285,1127330,MechCube: Escape,2020-06-16,"Adventure, Indie","Violent, Adventure, Indie",499,4.99,$0.01-4.99,7,34,"0 - 20,000",10000,-3.4304,26.7,30.39,low,0,0
59286,2526500,Caught On Camera,2024-01-25,Indie,"Horror, Psychological Horror, Singleplayer, Sci-fi, Indie, Psychological, Mystery, Dark Fantasy",199,1.99,$0.01-4.99,7,39,"0 - 20,000",10000,-3.3833,26.7,30.64,low,0,0
59287,385490,MiniDrivers,2015-08-31,"Indie, Racing, Simulation, Sports","Simulation, Indie",0,0.0,free,5,126,"50,000 - 100,000",75000,-3.0548,26.7,32.37,low,0,0
59288,400880,Ultimate Rock Crawler,2016-01-25,"Indie, Racing, Simulation, Sports","Simulation, Indie",0,0.0,free,4,41,"0 - 20,000",10000,-4.2182,26.7,26.25,low,0,0
59289,778070,Mini Wheels,,"Indie, Racing, Simulation, Sports","Simulation, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59290,2277600,Grabe 4x4,,"Action, Casual, Indie, Strategy","Survival, Tactical, Violent, Strategy, Action, Singleplayer, Indie, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59291,1583900,M.A.R.S.S.,2021-05-24,"Action, Casual, Free To Play, Indie, Strategy","Funny, Comedy, Strategy, RTS, Action, Singleplayer, Sci-fi, Indie",0,0.0,free,7,31,"0 - 20,000",10000,-3.4619,26.7,30.22,low,0,0
59292,1380820,Helixian,2020-09-30,Indie,"Shooter, Action, Singleplayer, Indie",199,1.99,$0.01-4.99,0,4,"0 - 20,000",10000,-6.1041,26.7,16.33,low,0,0
59293,1224360,Grim Ember,,"Action, Adventure, Casual, Indie, RPG, Strategy","Tactical, Roguelite, Strategy, Roguelike, Action, Singleplayer, RPG, Adventure",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59294,2082270,Artifact,2022-09-15,"Adventure, Casual, Early Access, Indie, RPG, Simulation, Strategy","Horror, Lovecraftian, Psychological Horror, Character Customization, Dating Sim, Early Access, Mythology, Exploration",799,7.99,$5-9.99,6,34,"0 - 20,000",10000,-3.7144,26.7,28.9,low,0,0
59295,1515980,Kill Demons,2021-01-26,"Indie, RPG, Strategy","Strategy, Story Rich, Swordplay, Singleplayer, RPG, Indie, Action RPG",599,5.99,$5-9.99,5,23,"50,000 - 100,000",75000,-3.6419,26.7,29.28,low,0,0
59296,1858270,Cat Adventure,2022-01-21,"Adventure, Casual, Indie","Difficult, Singleplayer, Adventure, Indie, Platformer",99,0.99,$0.01-4.99,5,19,"0 - 20,000",10000,-4.1956,26.7,26.37,low,0,0
59297,2547810,The Tower Stories Green 1,,"Adventure, Early Access, Indie","Gore, Story Rich, Singleplayer, Early Access, Sci-fi, Adventure, Dark, Cyberpunk",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59298,2958820,Whatnever,,"Adventure, Indie, RPG","Atmospheric, Story Rich, Singleplayer, Adventure, Dark, Psychological, Exploration, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59299,420670,Elite vs. Freedom,2016-05-31,"Action, Indie","Action, Indie",499,4.99,$0.01-4.99,5,91,"20,000 - 50,000",35000,-3.3536,26.7,30.79,low,0,0
59300,786980,Behind The Beyond,2018-12-14,"Action, Indie","Action, Indie",499,4.99,$0.01-4.99,4,20,"0 - 20,000",10000,-4.4624,26.7,24.96,low,0,0
59301,2292360,Jigsaw Puzzle Lovers,2023-02-08,"Casual, Indie","Singleplayer, Indie, Family Friendly, 2D",999,9.99,$5-9.99,0,3,"0 - 20,000",10000,-6.1828,26.7,15.92,low,0,0
59302,1906870,烈山海前传之黑帝君临,2022-08-02,"Adventure, Early Access, Indie, RPG","Historical, Story Rich, Singleplayer, Early Access, RPG, Adventure, Indie, CRPG",299,2.99,$0.01-4.99,7,10,"20,000 - 50,000",35000,-3.5338,26.7,29.85,low,0,0
59303,2342430,Elysium Heights,2023-03-23,"Early Access, Indie","Realistic, Story Rich, Mature, Singleplayer, Early Access, Indie, 2D",499,4.99,$0.01-4.99,5,18,"0 - 20,000",10000,-4.2137,26.7,26.27,low,0,0
59304,1487100,Lost to Time,2021-02-11,"Action, Adventure, Indie, RPG","Souls-like, Action, RPG, Adventure, Platformer, Exploration, Action RPG, 2D",999,9.99,$5-9.99,7,13,"0 - 20,000",10000,-3.7532,26.7,28.69,low,0,0
59305,2723690,Robot Multitool,2024-02-14,"Action, Adventure, Indie","Atmospheric, Physics, Action, Singleplayer, Adventure, Dark, Indie, Third Person",499,4.99,$0.01-4.99,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59306,2509240,Gloaming Comedian Simulator,2023-08-02,"Casual, Indie","Funny, Comedy, Dark Humor, Singleplayer, Indie, 2D, Dark Fantasy",499,4.99,$0.01-4.99,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59307,355010,Race Arcade,2017-04-05,"Indie, Racing, Sports",Indie,1199,11.99,$10-14.99,5,85,"0 - 20,000",10000,-3.6817,26.69,29.06,low,0,0
59308,2066530,传颂的种族 The Celebrated Race,2022-07-11,"Casual, Indie, RPG, Strategy","Team-Based, War, Tactical, Strategy, Swordplay, Singleplayer, RPG, Party-Based RPG",299,2.99,$0.01-4.99,0,5,"20,000 - 50,000",35000,-5.7356,26.69,18.26,low,0,0
59309,825370,A Bloody Party,2019-01-24,"Adventure, Casual, Indie, RPG, Simulation","Simulation, Violent, RPG, Adventure, Indie",299,2.99,$0.01-4.99,6,24,"0 - 20,000",10000,-3.8329,26.69,28.27,low,0,0
59310,2685490,Detective Hayseed - The Cloning Madness,2023-12-12,"Adventure, Indie","Funny, Comedy, Dark Humor, Adventure, Exploration, 2D",1499,14.99,$10-14.99,8,158,"20,000 - 50,000",35000,-2.3087,26.69,36.28,low,0,0
59311,1366060,Refraction,2020-08-28,Casual,"Story Rich, Singleplayer, Sci-fi, Indie, 2D",0,0.0,free,7,11,"0 - 20,000",10000,-3.8075,26.69,28.4,low,0,0
59312,1131800,Pixel Puzzle Makeout League,2020-10-30,"Casual, Indie, Simulation","Funny, Simulation, Comedy, Story Rich, Dating Sim, 2D",1499,14.99,$10-14.99,8,64,"0 - 20,000",10000,-2.9282,26.69,33.03,low,0,0
59313,848550,Welcome Back To 2007 Part II,2018-09-11,"Adventure, Casual, Indie","Memes, Atmospheric, Psychological Horror, Story Rich, Perma Death, Adventure, Indie, Platformer",499,4.99,$0.01-4.99,5,468,"20,000 - 50,000",35000,-2.7797,26.69,33.81,low,0,0
59314,349190,Soul Locus,2015-04-30,"Casual, Early Access, Indie, RPG, Strategy","Strategy, Early Access, RPG, Indie",999,9.99,$5-9.99,5,36,"0 - 20,000",10000,-3.9788,26.69,27.5,low,0,0
59315,1834950,Salaryman Shi,2022-06-30,"Action, Indie","Comedy, Action, Singleplayer, Adventure, Indie, Platformer, Family Friendly, Controller",499,4.99,$0.01-4.99,0,6,"0 - 20,000",10000,-5.9856,26.69,16.95,low,0,0
59316,275080,Post Master,2014-03-07,"Casual, Indie, Simulation","Management, Simulation, Indie",499,4.99,$0.01-4.99,5,297,"100,000 - 200,000",150000,-2.586,26.69,34.83,low,0,0
59317,1301260,My Personal World,2020-05-26,"Casual, Indie, Simulation","Management, Simulation, Indie",99,0.99,$0.01-4.99,0,1,"0 - 20,000",10000,-6.427,26.69,14.63,low,0,0
59318,2475610,Isle of Maligree,2024-02-23,"Adventure, Casual, Indie","Horror, Atmospheric, Story Rich, RPG, Adventure, Dark, Mystery, 2D",1799,17.99,$15-19.99,7,13,"20,000 - 50,000",35000,-3.4489,26.69,30.29,low,0,0
59319,3150720,Mint's Hints,2024-10-01,"Action, Adventure, Free To Play, Indie","Survival Horror, First-Person, Horror, Atmospheric, Realistic, Action, Adventure, Family Friendly",0,0.0,free,6,107,"0 - 20,000",10000,-3.3174,26.69,30.98,low,0,0
59320,2135680,Die Daddy Die,,"Action, Adventure, Indie","Action, Singleplayer, Adventure, Indie, Exploration",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59321,385130,"DvDrum, Ultimate Drum Simulator!",2017-02-09,"Casual, Indie, Simulation, Sports",,1299,12.99,$10-14.99,8,117,"0 - 20,000",10000,-2.7181,26.69,34.13,low,0,0
59322,1582680,"Trolley Problem, Inc.",2022-04-21,"Casual, Indie, Simulation",,1099,10.99,$10-14.99,5,1223,"20,000 - 50,000",35000,-2.4417,26.69,35.58,medium,0,0
59323,1660990,"NejicomiSimulator Vol.2 (Gapping, Amputee sex slave, Petrify, Time Stop)",2021-07-12,"Casual, Indie, Simulation",,1249,12.49,$10-14.99,6,124,"0 - 20,000",10000,-3.2659,26.69,31.25,low,0,0
59324,2348830,Pocket Oasis,2024-05-08,"Casual, Indie, Simulation",,1199,11.99,$10-14.99,6,30,"0 - 20,000",10000,-3.7571,26.69,28.67,low,0,0
59325,2355140,The Symbiant Re:Union,2024-01-29,"Casual, Indie, Simulation",,1499,14.99,$10-14.99,8,188,"0 - 20,000",10000,-2.5521,26.69,35.0,low,0,0
59326,2357910,Home Safety Hotline,2024-01-16,"Casual, Indie, Simulation",,1499,14.99,$10-14.99,8,1659,"200,000 - 500,000",350000,-0.9229,26.69,43.57,medium,0,0
59327,2370740,"NejicomiSimulator Vol.5 - Big-boob Goat-chan is hung and fucked while her boobs are bouncing around!! - (Gapping, hard sex)",2023-05-25,"Casual, Indie, Simulation",,1499,14.99,$10-14.99,8,68,"0 - 20,000",10000,-2.9072,26.69,33.14,low,0,0
59328,2749770,Galaxy Burger,2024-08-23,"Casual, Indie, Simulation",,1199,11.99,$10-14.99,9,718,"20,000 - 50,000",35000,-1.493,26.69,40.57,medium,0,0
59329,3120310,3D PUZZLE - Winter Outpost,2024-09-11,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy","First-Person, Simulation, Atmospheric, Strategy, Action, RPG, Sci-fi, Adventure",0,0.0,free,7,12,"0 - 20,000",10000,-3.7793,26.69,28.55,low,0,0
59330,1024780,Capture the planet: Cute War,2019-02-20,Indie,"Atmospheric, Destruction, Character Customization, Shooter, Singleplayer, Indie, Family Friendly, 2D",49,0.49,$0.01-4.99,5,22,"0 - 20,000",10000,-4.1463,26.69,26.62,low,0,0
59331,1526700,My Step Sisters,2021-02-16,"Adventure, Casual, Indie, RPG","Story Rich, Mature, Dating Sim, Singleplayer, RPG, Adventure, Indie, 2D",299,2.99,$0.01-4.99,5,130,"0 - 20,000",10000,-3.5334,26.69,29.84,low,0,0
59332,2070170,The Good People (Na Daoine Maithe),,"Adventure, Casual, Early Access, Indie, Simulation","Simulation, Story Rich, Dating Sim, Singleplayer, Early Access, Adventure, Mythology, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59333,1729190,Incubus Express,2022-09-27,"Adventure, Casual, Indie","Mature, Dating Sim, Adventure, Platformer, Third Person, Exploration",1599,15.99,$15-19.99,0,7,"0 - 20,000",10000,-5.9385,26.69,17.2,low,0,0
59334,1207380,Adventure Boy Jailbreak,2020-01-24,"Adventure, Indie","Funny, Adventure, Indie, 2D",0,0.0,free,7,30,"0 - 20,000",10000,-3.4731,26.69,30.16,low,0,0
59335,2984970,Curiosity,,"Adventure, Indie","Horror, Psychological Horror, Physics, Adventure, Parkour, Platformer, Third Person, Exploration",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59336,2767520,LurkBait Twitch Fishing,2024-02-21,"Casual, Indie, Simulation, Sports","Simulation, Farming Sim, Automation, Singleplayer, Indie",700,7.0,$5-9.99,8,258,"0 - 20,000",10000,-2.4411,26.69,35.59,low,0,0
59337,2531960,HELP NO BRAKE,,"Action, Indie","Level Editor, Action, Singleplayer, Indie, Platformer, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59338,2709190,HITM3,2024-07-11,"Adventure, Casual, Indie","Atmospheric, Story Rich, Singleplayer, Adventure, Indie, Third Person, Exploration, Walking Simulator",509,5.09,$5-9.99,7,25,"0 - 20,000",10000,-3.5351,26.69,29.83,low,0,0
59339,1908230,Lord of Fire & Ice,,"Action, Adventure, Indie","First-Person, Atmospheric, Swordplay, Action, Singleplayer, Adventure, Indie, Exploration",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59340,2724810,Oil Coin,2023-12-20,"Indie, Simulation, Strategy","Simulation, Atmospheric, Farming Sim, Resource Management, Strategy, Singleplayer, Indie, 2D",99,0.99,$0.01-4.99,7,10,"0 - 20,000",10000,-3.8382,26.69,28.24,low,0,0
59341,3105130,Squizzo,,"Action, Adventure, Indie","Atmospheric, Story Rich, Action, Adventure, Metroidvania, Platformer, Psychological, Exploration",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59342,1006700,3Gun Nation VR,2019-02-27,"Indie, Racing, Simulation, Sports","Simulation, Indie",399,3.99,$0.01-4.99,5,24,"0 - 20,000",10000,-4.117,26.69,26.78,low,0,0
59343,2769210,Scarmonde,2024-10-07,"Adventure, Indie, RPG","Dungeon Crawler, Character Customization, RPG, Adventure, Medieval, Loot, Party-Based RPG, Exploration",1399,13.99,$10-14.99,8,60,"20,000 - 50,000",35000,-2.6462,26.69,34.51,low,0,0
59344,1809760,Achromira,2022-01-24,"Adventure, Casual, Free To Play, Indie","Free to Play, Story Rich, Singleplayer, Sci-fi, Adventure, Indie, Platformer, Family Friendly",0,0.0,free,5,26,"0 - 20,000",10000,-4.0898,26.69,26.92,low,0,0
59345,1221480,Big Hops,,"Action, Adventure, Indie","Open World, Funny, Comedy, Physics, Action, Adventure, Parkour, Platformer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59346,1305370,Pandemia: Virus Outbreak,2020-05-20,"Indie, Simulation, Strategy","Management, Simulation, Resource Management, Story Rich, Singleplayer, Indie, 2D",99,0.99,$0.01-4.99,0,8,"0 - 20,000",10000,-5.8971,26.69,17.42,low,0,0
59347,1705560,Kitty Adventure,2021-08-11,"Adventure, Indie","Singleplayer, Adventure, Indie, Platformer, 2D",79,0.79,$0.01-4.99,6,31,"0 - 20,000",10000,-3.7459,26.69,28.73,low,0,0
59348,2591170,Frieseria: The Grand Reopening,,"Casual, Indie, Simulation","Funny, Management, Simulation, Atmospheric, Resource Management, Strategy, Character Customization, Procedural Generation",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.69,13.35,low,0,0
59349,3012360,BREAKER: INITIATING,2024-09-30,"Action, Adventure, Free To Play, Indie, Strategy","Atmospheric, Physics, Destruction, Post-apocalyptic, Sci-fi, Adventure, Dark, Platformer",0,0.0,free,6,34,"0 - 20,000",10000,-3.7144,26.69,28.89,low,0,0
59350,2392480,Monster Memory,2023-04-28,"Indie, Strategy","Horror, Atmospheric, Strategy, Singleplayer, Indie",99,0.99,$0.01-4.99,0,1,"0 - 20,000",10000,-6.427,26.69,14.63,low,0,0
59351,2646350,幽谷战域 Mystic Valley Battleground,2023-10-30,"Adventure, Casual, Indie, RPG, Strategy","Strategy, Singleplayer, RPG, Adventure, Indie, 2D",399,3.99,$0.01-4.99,0,5,"0 - 20,000",10000,-6.0399,26.69,16.66,low,0,0
59352,1828510,Childlike(차일드라이크),2021-12-15,"Adventure, Casual, Free To Play, Indie","First-Person, Horror, Free to Play, Singleplayer, Adventure, Indie",0,0.0,free,6,29,"0 - 20,000",10000,-3.7687,26.69,28.61,low,0,0
59353,579230,Alpacapaca Dash,2017-01-23,"Casual, Indie","Difficult, Comedy, Character Customization, Procedural Generation, Singleplayer, Indie, Platformer, Family Friendly",99,0.99,$0.01-4.99,8,200,"0 - 20,000",10000,-2.5304,26.69,35.12,low,0,0
59354,324470,SinaRun,2015-10-26,"Early Access, Indie, Racing","First-Person, Early Access, Parkour, Indie",299,2.99,$0.01-4.99,6,177,"20,000 - 50,000",35000,-2.837,26.69,33.51,low,0,0
59355,1521360,MainFrames,,"Adventure, Indie","Fast-Paced, Short, Physics, Singleplayer, Adventure, Indie, Platformer, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59356,2579490,Metal Exile,,"Action, Indie","Action, Singleplayer, Indie, Platformer, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59357,2522120,Airframe Ultra,,"Action, Indie, Racing","Co-op, Local Co-Op, Split Screen, Character Customization, Action, Sci-fi, PvP, Driving",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59358,2128600,Slime Puzzle Story,,"Adventure, Casual, Indie","Funny, Comedy, Story Rich, Singleplayer, Adventure, Indie, Exploration, Controller",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59359,1549540,异端。,,"Adventure, Indie, RPG","Story Rich, Singleplayer, RPG, Adventure, Indie, Action RPG, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59360,3134990,I'd Kiss THAT Fish,,"Casual, Indie","Sandbox, Funny, Character Customization, Singleplayer, Indie, Family Friendly, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59361,2282360,Chicken Coop,,"Adventure, Casual, Indie, Simulation","Sandbox, Building, Colony Sim, Simulation, Farming Sim, Singleplayer, Family Friendly",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.68,13.34,low,0,0
59362,2798190,The Hunt for the Lost Treasure 2,,"Adventure, Casual, Indie","First-Person, Realistic, Singleplayer, Adventure, Indie, Exploration, Mystery, 2D",599,5.99,$5-9.99,0,2,"0 - 20,000",10000,-6.2841,26.68,15.38,low,0,0
59363,285350,Kingdom Elemental,2014-05-02,"Indie, Strategy","Strategy, Indie",299,2.99,$0.01-4.99,5,30,"0 - 20,000",10000,-4.0412,26.68,27.17,low,0,0
59364,324400,Pocket God vs Desert Ashes,2015-08-19,"Indie, Strategy","Strategy, Indie",499,4.99,$0.01-4.99,5,20,"0 - 20,000",10000,-4.1784,26.68,26.45,low,0,0
59365,403660,Omnipresent,2015-09-28,"Indie, Strategy","Strategy, Indie",399,3.99,$0.01-4.99,5,28,"0 - 20,000",10000,-4.0647,26.68,27.05,low,0,0
59366,486320,Orbit: Satellite Defense,2018-03-26,"Indie, Strategy","Strategy, Indie",399,3.99,$0.01-4.99,0,3,"0 - 20,000",10000,-6.1828,26.68,15.91,low,0,0
59367,527320,Defend the Highlands: World Tour,2018-01-26,"Indie, Strategy","Strategy, Indie",499,4.99,$0.01-4.99,7,20,"0 - 20,000",10000,-3.6103,26.68,29.43,low,0,0
59368,552030,Artillerists,2017-01-02,"Indie, Strategy","Strategy, Indie",399,3.99,$0.01-4.99,6,131,"20,000 - 50,000",35000,-2.9423,26.68,32.95,low,0,0
